
======================================================================
## 1. prop 钻石消费系统分布 TRY_CAST (开服~20260719)
======================================================================
[dataapi] download ready rows=426 latency=10046ms
serverid | system_method | times | users | cost_diamonds
39005900001599 | UserUndercityNew.payNum | 4 | 4 | 400
39005900001599 | UserServerLadder.serJump | 4 | 2 | 400
39005900001599 | UserTask.completeLoop | 183 | 15 | 366
39005900001599 | UserAngel.equipAdvance | 4 | 3 | 350
39005900001599 | UserGem.OneRemove | 2 | 2 | 300
39005900001599 | UserGem.addEnergy | 2 | 2 | 300
39005900001599 | UserTower.buyTimes | 2 | 1 | 300
39005900001599 | UserHomeLand.refreshFarmCost | 15 | 6 | 270
39005900001599 | UserHomeBaby.changeBabySex | 11 | 9 | 262
39005900001599 | UserHomeLand.refreshMineCost | 13 | 5 | 260
39005900001599 | UserAngel.buyLoveNum | 7 | 1 | 225
39005900001599 | UserFaction.donate | 2 | 2 | 200
39005900001599 | UserLadder.clearCd | 4 | 3 | 165
39005900001599 | UserAtfd.enc | 3 | 1 | 150
39005900001599 | UserResourceRetrieve.retrieve | 4 | 3 | 150
39005900001599 | UserTomb.clearCd | 2 | 2 | 150
39005900001599 | UserFight.boss | 3 | 3 | 150
39005900001599 | UserFaction.clearQuitCd | 4 | 4 | 146
39005900001599 | UserOreBattle.buyVote | 5 | 1 | 110
39005900001599 | UserHomeLand.refreshTreeCost | 9 | 5 | 110
39005900001599 | UserHomeLand.buyMap | 1 | 1 | 100
39005900001599 | UserMarriage.AddMultiIntimacy | 1 | 1 | 100
39005900001599 | UserLeagueExped.buyTimes | 4 | 1 | 80
39005900001599 | UserHomeSystem.magicBuy | 1 | 1 | 60
39005900001599 | UserServerShip.flush | 2 | 1 | 60
39005900001599 | UserFactionFight.clearCd | 1 | 1 | 50
39005900001599 | UserEndBattle.buynum | 1 | 1 | 50
39005900001599 | UserTomb.addMineNum | 1 | 1 | 50
39005900001599 | UserHomeBaby.clearBlessCd | 2 | 2 | 33
39005900001599 | UserTotem.buyCardTimes | 1 | 1 | 30
39005900001599 | UserAngelStage.buyStageInNum | 26 | 3 | 26
39005900001599 | UserAtfd.reborn | 1 | 1 | 25
39005900001599 | QueueRead.quizCheat | 1 | 1 | 25
39005900001599 | UserServerLadder.payFlush | 1 | 1 | 20
39005900001599 | UserHomeSystem.changeCity | 1 | 1 | 20
39005900001599 | UserLeagueTrial.buy | 1 | 1 | 10
39005900001599 | UserGuessPicture.buyCover | 1 | 1 | 5
39005900001599 | UserTower.overAutoEliteFight | 1 | 1 | null
39005900001600 | UserBoss.boxDraw | 666 | 16 | 235500
39005900001600 | UserActivity.receive | 383 | 17 | 187827
39005900001600 | UserLuckybag.buy | 315 | 23 | 98690
39005900001600 | UserFirstPayNew.buyFund | 14 | 14 | 51786
39005900001600 | UserLuckyTree.buy | 164 | 18 | 46020
39005900001600 | UserCapsuleEgg.capsuleEgg | 801 | 11 | 40050
39005900001600 | UserVip.activateMonthVip | 54 | 29 | 33846
39005900001600 | UserNavigation.bet | 87 | 11 | 28641
39005900001600 | UserMall.buy | 67 | 14 | 28224
39005900001600 | UserTask.totalLoop | 209 | 16 | 20340
39005900001600 | UserBubble.drawHigh | 1 | 1 | 19300
39005900001600 | UserTrain.unlock | 24 | 16 | 18300
39005900001600 | UserBubble.trainBubbleOneC | 53 | 6 | 17740
39005900001600 | UserSignInNew.resign | 339 | 36 | 16950
39005900001600 | UserBubble.resetBubble | 134 | 7 | 16600
39005900001600 | UserHomeLibrary.oneclick | 288 | 11 | 15275
39005900001600 | UserShop.buyItem | 13 | 4 | 12644
39005900001600 | UserZhuan.buyTicket | 35 | 7 | 8650
39005900001600 | UserMetallurgy.explore | 54 | 9 | 8520
39005900001600 | UserBusiness.join | 28 | 10 | 7884
39005900001600 | UserParty.toast | 54 | 7 | 7600
39005900001600 | UserItem.punching | 45 | 3 | 7600
39005900001600 | UserLuck.exchangeLuckPoint | 27 | 11 | 7490
39005900001600 | UserGarden.expand | 16 | 10 | 6600
39005900001600 | UserSummerCarnival.buyTicket | 17 | 7 | 6500
39005900001600 | UserHomeLibrary.add_warehouse | 41 | 11 | 6370
39005900001600 | UserElementLand.receive | 50 | 9 | 6300
39005900001600 | UserMaze.buyNum | 21 | 5 | 6250
39005900001600 | UserBeachBox.boxCD | 61 | 4 | 6100
39005900001600 | UserFaction.multiDonate | 17 | 4 | 5500
39005900001600 | UserSlot.buy | 18 | 4 | 5400
39005900001600 | UserCommon.payEnergy | 36 | 10 | 5300
39005900001600 | UserArena.findPkCost | 104 | 12 | 5200
39005900001600 | UserTavern.drawMulti | 2 | 1 | 5000
39005900001600 | UserShip.flush | 166 | 5 | 4980
39005900001600 | UserCard.done | 14 | 5 | 4250
39005900001600 | UserLanternCopy.exchange | 10 | 1 | 4175
39005900001600 | UserLevy.levy | 280 | 16 | 3970
39005900001600 | UserArena.addNum | 43 | 8 | 3750
39005900001600 | UserCapsuleEgg.oneKeyReset | 32 | 3 | 3200
39005900001600 | UserBubble.trainBubble | 69 | 8 | 3180
39005900001600 | Wedding.candyWedding | 19 | 4 | 2850
39005900001600 | UserBeachBox.buyCaibei | 33 | 9 | 2730
39005900001600 | UserMetallurgy.buyEnergy | 16 | 6 | 2730
39005900001600 | UserMaze.buyEnergy | 45 | 6 | 2690
39005900001600 | UserMysteryMan.exchangeLight | 8 | 5 | 2398
39005900001600 | UserMaze.buyShop | 23 | 5 | 2215
39005900001600 | UserTask.totalLoopAvatar | 108 | 7 | 2142
39005900001600 | UserStage.payNum | 17 | 3 | 2100
39005900001600 | UserTower.buyEliteTimes | 56 | 4 | 2090
39005900001600 | UserTrain.clear | 8 | 4 | 2000
39005900001600 | UserGarden.landLevelUp | 23 | 4 | 1900
39005900001600 | UserHomeBaby.getBaby | 173 | 14 | 1730
39005900001600 | UserTarot.buyCDtime | 32 | 6 | 1600
39005900001600 | UserDirectMall.buy | 5 | 3 | 1600
39005900001600 | UserAngel.equipAdvance | 16 | 3 | 1330
39005900001600 | UserServerLadder.buyNum | 19 | 2 | 1280
39005900001600 | UserHomeBaby.getHomeBlessing | 24 | 4 | 1200
39005900001600 | UserShip.payGoldDragon | 2 | 1 | 1200
39005900001600 | UserTower.clearCd | 46 | 7 | 1185
39005900001600 | UserUndercityNew.payNum | 5 | 1 | 1100
39005900001600 | UserStage.sweepOver | 44 | 5 | 1075
39005900001600 | UserLeague.createLeague | 2 | 2 | 1000
39005900001600 | UserFish.laser | 10 | 3 | 1000
39005900001600 | UserMarriage.divorce | 1 | 1 | 1000
39005900001600 | UserMarriage.buyRing | 1 | 1 | 999
39005900001600 | UserMazeEvent.autoAnswer | 19 | 2 | 950
39005900001600 | UserGem.addEnergy | 6 | 1 | 900
39005900001600 | UserFaction.clearQuitCd | 15 | 8 | 834
39005900001600 | UserHomeLand.sweepTask | 88 | 13 | 832
39005900001600 | UserLadder.buy | 11 | 6 | 700
39005900001600 | UserHomeBaby.clearGetBabyCd | 29 | 4 | 553
39005900001600 | UserMarriage.AddMultiIntimacy | 4 | 3 | 500
39005900001600 | UserTeamPk.payNum | 9 | 5 | 450
39005900001600 | UserBoss.embrave | 8 | 2 | 400
39005900001600 | UserResourceRetrieve.autoRetrieve | 1 | 1 | 400
39005900001600 | UserArena.clearCd | 8 | 3 | 365
39005900001600 | UserMazeEvent.modify | 12 | 3 | 260
39005900001600 | UserTrain.train | 3 | 3 | 250
39005900001600 | UserGarden.speedGrab | 3 | 2 | 225
39005900001600 | UserTrain.buy | 1 | 1 | 160
39005900001600 | UserFight.boss | 3 | 2 | 150
39005900001600 | Wedding.fireworkWedding | 1 | 1 | 150
39005900001600 | UserResourceRetrieve.retrieve | 1 | 1 | 150
39005900001600 | UserEndBattle.reset | 1 | 1 | 100
39005900001600 | UserMaze.buyChange | 2 | 1 | 100
39005900001600 | UserGarden.flushCanSlave | 3 | 3 | 75
39005900001600 | UserTask.completeLoop | 36 | 5 | 72
39005900001600 | UserBoss.clearCd | 2 | 1 | 50
39005900001600 | UserAtfd.enc | 1 | 1 | 50
39005900001600 | Dungeon.clearCd | 1 | 1 | 50
39005900001600 | UserHomeLand.refreshFarmCost | 5 | 3 | 50
39005900001600 | UserAtfd.reborn | 2 | 1 | 50
39005900001600 | UserHomeBaby.changeBabySex | 2 | 2 | 35
39005900001600 | UserEndBattle.getAward | 1 | 1 | 25
39005900001600 | UserTower.openCard | 1 | 1 | 25
39005900001600 | UserHomeLand.refreshTreeCost | 2 | 2 | 20
39005900001600 | UserHomeBaby.clearBlessCd | 1 | 1 | 20
39005900001600 | UserServerLadder.payFlush | 1 | 1 | 20
39005900001600 | UserHomeLand.refreshMineCost | 2 | 2 | 20
39005900001600 | UserNavigation.buyShop | 1 | 1 | 15
39005900001600 | UserOreBattle.buyVote | 1 | 1 | 10
39005900001600 | UserMarriage.proposal | 1 | 1 | 10
39005900001600 | UserLadder.clearCd | 1 | 1 | 10
39005900001600 | UserTower.buyTowerPassInNum | 1 | 1 | 1
39005900001601 | UserBoss.boxDraw | 553 | 19 | 172100
39005900001601 | UserActivity.receive | 228 | 17 | 89529
39005900001601 | UserLuckybag.buy | 217 | 24 | 77260
39005900001601 | UserNavigation.bet | 70 | 16 | 57654
39005900001601 | UserFirstPayNew.buyFund | 11 | 11 | 40689
39005900001601 | UserStage.buyTimes | 16 | 1 | 33600
39005900001601 | UserCapsuleEgg.capsuleEgg | 505 | 15 | 27750
39005900001601 | UserLuckyTree.buy | 83 | 14 | 26820
39005900001601 | UserVip.activateMonthVip | 42 | 26 | 26258
39005900001601 | UserMetallurgy.buyEnergy | 10 | 4 | 21180
39005900001601 | UserBeachBox.boxCD | 39 | 4 | 17150
39005900001601 | UserSignInNew.resign | 332 | 36 | 16600
39005900001601 | UserLanternCopy.exchange | 25 | 2 | 9525
39005900001601 | UserTask.totalLoop | 96 | 22 | 8802
39005900001601 | UserTrain.unlock | 18 | 16 | 7800
39005900001601 | UserMall.buy | 39 | 17 | 7530
39005900001601 | UserHomeLibrary.oneclick | 125 | 5 | 6675
39005900001601 | UserCommon.payEnergy | 38 | 6 | 6200
39005900001601 | UserHomeLibrary.add_warehouse | 26 | 6 | 5520
39005900001601 | UserZhuan.buyTicket | 22 | 6 | 5400
39005900001601 | UserBubble.resetBubble | 95 | 13 | 5200
39005900001601 | UserSlot.buy | 17 | 2 | 5100
39005900001601 | UserTrain.clear | 17 | 3 | 4250
39005900001601 | UserGarden.expand | 10 | 7 | 3900
39005900001601 | UserMetallurgy.explore | 19 | 6 | 3300
39005900001601 | UserLevy.levy | 228 | 31 | 3120
39005900001601 | UserHomeBaby.getHomeBlessing | 62 | 2 | 3100
39005900001601 | UserBeachBox.buyCaibei | 26 | 4 | 2820
39005900001601 | UserDirectMall.buy | 4 | 2 | 2700
39005900001601 | UserBubble.trainBubble | 127 | 8 | 2680
39005900001601 | UserCapsuleEgg.oneKeyReset | 23 | 4 | 2300
39005900001601 | UserMaze.buyShop | 20 | 5 | 1990
39005900001601 | UserGarden.landLevelUp | 15 | 3 | 1950
39005900001601 | UserArena.addNum | 21 | 6 | 1900
39005900001601 | UserShop.buyItem | 5 | 4 | 1798
39005900001601 | UserFaction.multiDonate | 3 | 3 | 1700
39005900001601 | UserTower.buyEliteTimes | 47 | 5 | 1670
39005900001601 | UserStage.payNum | 15 | 2 | 1600
39005900001601 | UserArena.findPkCost | 32 | 8 | 1600
39005900001601 | UserLuck.exchangeLuckPoint | 4 | 3 | 1520
39005900001601 | UserBusiness.join | 4 | 3 | 1390
39005900001601 | UserHomeBaby.getBaby | 133 | 8 | 1330
39005900001601 | UserBubble.trainBubbleOneC | 13 | 2 | 1300
39005900001601 | UserCard.done | 6 | 5 | 1050
39005900001601 | UserFactionBoss.unlock | 1 | 1 | 1000
39005900001601 | UserGem.OneRemove | 6 | 2 | 900
39005900001601 | UserTarot.buyCDtime | 16 | 3 | 800
39005900001601 | UserMazeEvent.autoAnswer | 16 | 2 | 800
39005900001601 | UserLadder.buy | 12 | 4 | 750
39005900001601 | UserHomeSystem.buy | 3 | 3 | 750
39005900001601 | UserUndercityNew.payNum | 4 | 2 | 700
39005900001601 | UserElementLand.receive | 7 | 4 | 700
39005900001601 | UserFish.laser | 7 | 6 | 700
39005900001601 | UserTask.totalLoopAvatar | 34 | 3 | 680
39005900001601 | UserHomeBaby.clearGetBabyCd | 32 | 4 | 625
39005900001601 | UserMazeEvent.modify | 28 | 3 | 620
39005900001601 | UserShip.flush | 20 | 5 | 600
39005900001601 | UserHomeLand.sweepTask | 63 | 8 | 598
39005900001601 | UserResourceRetrieve.autoRetrieve | 2 | 2 | 550
39005900001601 | UserMaze.buyEnergy | 10 | 4 | 540
39005900001601 | UserParty.toast | 3 | 2 | 500
39005900001601 | UserFaction.clearQuitCd | 10 | 6 | 476
39005900001601 | UserFish.bait | 2 | 2 | 400
39005900001601 | UserShip.clearCd | 3 | 1 | 395
39005900001601 | UserGarden.speedGrab | 6 | 4 | 350
39005900001601 | UserItem.punching | 1 | 1 | 250
39005900001601 | UserMaze.buyNum | 1 | 1 | 250
39005900001601 | UserMysteryMan.exchangeLight | 3 | 2 | 207
39005900001601 | UserFaction.donate | 2 | 1 | 200
39005900001601 | UserResourceRetrieve.retrieve | 6 | 2 | 200
39005900001601 | UserHomeLand.refreshFarmCost | 13 | 4 | 190
39005900001601 | UserNavigation.buyShop | 6 | 3 | 170
39005900001601 | UserTask.completeLoop | 83 | 7 | 166
39005900001601 | UserTower.clearCd | 6 | 4 | 157
39005900001601 | UserAngel.equipAdvance | 1 | 1 | 150
39005900001601 | UserArena.clearCd | 3 | 3 | 115
39005900001601 | UserHomeLand.refreshTreeCost | 9 | 5 | 110
39005900001601 | UserHomeLand.refreshMineCost | 9 | 5 | 100
39005900001601 | UserSummerCarnival.buyTicket | 2 | 2 | 100
39005900001601 | UserStage.sweepOver | 9 | 4 | 85
39005900001601 | UserBoss.clearCd | 3 | 2 | 75
39005900001601 | UserGarden.flushCanSlave | 3 | 1 | 75
39005900001601 | UserTeamPk.payNum | 1 | 1 | 50
39005900001601 | UserHomeBaby.clearBlessCd | 2 | 1 | 33
39005900001601 | UserLadder.clearCd | 1 | 1 | 30
39005900001601 | UserOreBattle.buyVote | 3 | 2 | 30
39005900001601 | QueueRead.quizCheat | 1 | 1 | 25
39005900001601 | UserAngelStage.buyStageInNum | 4 | 2 | 4
39005900001601 | UserTower.buyTowerPassInNum | 2 | 1 | 2
(426 行)

======================================================================
## 2. prop.custom_pra3 非数值样例 (近7天)
======================================================================
[dataapi] download ready rows=0 latency=5048ms
(无数据)

======================================================================
## 3. static_item 直购礼包名称 (库 angel_static)
======================================================================
(0 行)
